chromosome	name	start	stop	length	penalty
Spolyrhiza9509_20150416_chr05	Sp05G06860	5890048	5890280	233	0.211
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822903	2823135	233	0.445
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068229	1068461	233	2.461
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105236	1105468	233	3.714
Spolyrhiza9509_20150416_chr17	Sp17G03670	2497753	2497985	233	11.68
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501044	2501276	233	1.339
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608216	3608449	234	3.553
Spolyrhiza9509_20150416_chr03	Sp03G02530	1677605	1677838	234	2.075
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275769	5276002	234	9.793
Spolyrhiza9509_20150416_chr07	Sp07G05580	5276085	5276318	234	2.934
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443336	4443569	234	0.285
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096374	1096607	234	0.573
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357689	2357922	234	0.364
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715652	3715886	235	0.289
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222273	5222507	235	0.504
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069883	1070117	235	4.798
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094740	1094974	235	0.854
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096609	1096843	235	7.686
Spolyrhiza9509_20150416_chr17	Sp17G02450	1607331	1607565	235	3.093
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613848	1614082	235	0.502
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317878	2318112	235	6.974
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318497	2318731	235	0.567
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357788	2358022	235	1.602
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704417	3704652	236	0.569
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714453	3714688	236	1.53
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242230	5242465	236	0.422
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274227	5274462	236	3.936
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345985	5346220	236	5.974
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067519	1067754	236	1.854
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086395	1086630	236	2.318
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321428	2321663	236	0.862
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337473	2337708	236	6.396
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704317	3704553	237	2.405
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706536	3706772	237	6.451
Spolyrhiza9509_20150416_chr09	Sp09G01080	565760	565996	237	4.521
Spolyrhiza9509_20150416_chr09	Sp09G01080	567173	567409	237	8.728
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965447	5965683	237	2.003
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344272	5344508	237	5.561
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345371	5345607	237	6.586
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823904	2824140	237	7.57
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068428	1068664	237	0.434
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082026	1082262	237	0.061
Spolyrhiza9509_20150416_chr17	Sp17G01730	1093802	1094038	237	2.16
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105033	1105269	237	5.908
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614245	1614481	237	3.999
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318635	2318871	237	3.994
Spolyrhiza9509_20150416_chr17	Sp17G03410	2320710	2320946	237	5.655
Spolyrhiza9509_20150416_chr02	Sp02G05200	3710154	3710391	238	6.505
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713420	3713657	238	0.492
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714779	3715016	238	3.127
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275980	5276217	238	3.374
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965368	5965605	238	0.351
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069982	1070219	238	0.435
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358640	2358877	238	1.662
Spolyrhiza9509_20150416_chr17	Sp17G03660	2464673	2464910	238	11.79
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465549	2465786	238	8.957
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706417	3706655	239	6.574
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068154	1068392	239	0.866
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085546	1085784	239	7.663
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089111	1089349	239	2.153
Spolyrhiza9509_20150416_chr17	Sp17G01730	1093630	1093868	239	5.032
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615993	1616231	239	1.207
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318963	2319201	239	0.365
Spolyrhiza9509_20150416_chr17	Sp17G03440	2336955	2337193	239	2.059
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337052	2337290	239	1.657
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356600	2356838	239	2.136
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357839	2358077	239	0.653
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492691	2492929	239	0.205
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500550	2500788	239	0.342
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713879	3714118	240	8.926
Spolyrhiza9509_20150416_chr02	Sp02G05200	3717099	3717338	240	4.614
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275834	5276073	240	12.73
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614047	1614286	240	2.356
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321773	2322012	240	1.374
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707904	3708144	241	1.748
Spolyrhiza9509_20150416_chr07	Sp07G05500	5127445	5127685	241	1.389
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274464	5274704	241	1.922
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823071	2823311	241	2.07
Spolyrhiza9509_20150416_chr02	Sp02G05200	3710032	3710273	242	9.155
Spolyrhiza9509_20150416_chr02	Sp02G05200	3717133	3717374	242	2.957
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345469	5345710	242	14.66
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322721	2322962	242	2.271
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2482409	242	1.418
Spolyrhiza9509_20150416_chr02	Sp02G05200	3708564	3708806	243	2.552
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243546	5243788	243	1.07
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243755	5243997	243	0.921
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275121	5275363	243	5.978
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275376	5275618	243	0.43
Spolyrhiza9509_20150416_chr07	Sp07G05580	5276021	5276263	243	4.73
Spolyrhiza9509_20150416_chr09	Sp09G02400	1363813	1364055	243	0.139
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104816	1105058	243	4.7
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823407	2823649	243	2.051
Spolyrhiza9509_20150416_chr17	Sp17G01700	1066995	1067237	243	7.774
Spolyrhiza9509_20150416_chr17	Sp17G01730	1087632	1087874	243	4.51
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105359	1105601	243	1.597
Spolyrhiza9509_20150416_chr17	Sp17G02500	1638432	1638674	243	0.485
Spolyrhiza9509_20150416_chr17	Sp17G02670	1727909	1728151	243	1.693
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337724	2337966	243	5.53
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358000	2358242	243	1.946
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608250	3608493	244	10.84
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713043	244	5.803
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716061	3716304	244	4.024
Spolyrhiza9509_20150416_chr02	Sp02G05200	3717676	3717919	244	1.309
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221002	5221245	244	1.147
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345868	5346111	244	2.714
Spolyrhiza9509_20150416_chr13	Sp13G03150	3078577	3078820	244	2.112
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614327	1614570	244	0.069
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317095	2317338	244	0.217
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317658	2317901	244	0.654
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493120	2493363	244	2.711
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493145	2493388	244	2.277
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493417	2493660	244	1.287
Spolyrhiza9509_20150416_chr01	Sp01G05310	3285738	3285982	245	5.122
Spolyrhiza9509_20150416_chr02	Sp02G05090	3609271	3609515	245	0.139
Spolyrhiza9509_20150416_chr02	Sp02G05200	3709967	3710211	245	8.392
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718402	3718646	245	1.794
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887148	5887392	245	0.362
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949502	5949746	245	3.696
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344343	5344587	245	13
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082181	1082425	245	0.789
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317449	2317693	245	0.652
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321552	2321796	245	2.793
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321798	2322042	245	8.588
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337263	2337507	245	1.947
Spolyrhiza9509_20150416_chr02	Sp02G05090	3612837	3613082	246	9.591
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704170	3704415	246	1.747
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713608	246	0.07
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221652	5221897	246	5.387
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958030	246	0.442
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823146	2823391	246	3.258
Spolyrhiza9509_20150416_chr17	Sp17G02470	1616186	1616431	246	3.167
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318994	2319239	246	1.741
Spolyrhiza9509_20150416_chr17	Sp17G03410	2320807	2321052	246	4.266
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357024	2357269	246	0.645
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2491843	246	0.57
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492438	2492683	246	0.143
Spolyrhiza9509_20150416_chr17	Sp17G03670	2494610	2494855	246	4.003
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713576	3713822	247	0.08
Spolyrhiza9509_20150416_chr05	Sp05G06860	5884820	5885066	247	1.814
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221383	5221629	247	6.899
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222114	5222360	247	5.387
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966856	5967102	247	2.144
Spolyrhiza9509_20150416_chr13	Sp13G01220	1105016	1105262	247	1.092
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097175	1097421	247	2.081
Spolyrhiza9509_20150416_chr17	Sp17G02500	1637292	1637538	247	7.935
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483053	2483299	247	2.534
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492395	2492641	247	0.822
Spolyrhiza9509_20150416_chr02	Sp02G05090	3610072	3610319	248	0.357
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705232	3705479	248	2.134
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706125	3706372	248	6.391
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707637	3707884	248	2.404
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886844	5887091	248	4.124
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243479	5243726	248	0.726
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823717	2823964	248	8.472
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069462	1069709	248	1.519
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094981	1095228	248	0.557
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613474	1613721	248	0.568
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357247	2357494	248	3.845
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567886	2568134	249	2.736
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714516	3714764	249	5.712
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222362	5222610	249	2.824
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274613	5274861	249	6.789
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067239	1067487	249	5.229
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067904	1068152	249	4.424
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613641	1613889	249	1.178
Spolyrhiza9509_20150416_chr17	Sp17G03670	2498228	2498476	249	2.885
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714247	3714496	250	2.211
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243290	5243539	250	0.866
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243368	5243617	250	0.291
Spolyrhiza9509_20150416_chr09	Sp09G01080	566889	567138	250	10.79
Spolyrhiza9509_20150416_chr13	Sp13G01220	1106267	1106516	250	7.304
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082272	1082521	250	0.711
Spolyrhiza9509_20150416_chr17	Sp17G01730	1084735	1084984	250	4.314
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096845	1097094	250	0.784
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614202	1614451	250	0.355
Spolyrhiza9509_20150416_chr17	Sp17G02660	1724211	1724460	250	0.207
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358221	2358470	250	3.251
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358499	2358748	250	0.289
Spolyrhiza9509_20150416_chr17	Sp17G03670	2497007	2497256	250	6.932
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705516	3705766	251	5.183
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713544	251	4.639
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714029	3714279	251	5.046
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222460	5222710	251	2.293
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949613	5949863	251	2.634
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085495	1085745	251	1.429
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089024	1089274	251	7.078
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318733	2318983	251	0.715
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322572	2322822	251	1.176
Spolyrhiza9509_20150416_chr01	Sp01G05310	3293747	3293998	252	2.604
Spolyrhiza9509_20150416_chr07	Sp07G05540	5220940	5221191	252	4.974
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274863	5275114	252	10.34
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345164	5345415	252	14.29
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067731	1067982	252	2.426
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083780	1084031	252	0.154
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089244	1089495	252	7.279
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094783	1095034	252	0.708
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097500	1097751	252	0.146
Spolyrhiza9509_20150416_chr17	Sp17G02500	1638218	1638469	252	0.778
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482879	2483130	252	0.35
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703447	3703699	253	1.034
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822109	2822361	253	4.382
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105390	1105642	253	0.872
Spolyrhiza9509_20150416_chr17	Sp17G03440	2336731	2336983	253	2.059
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2491590	253	0.285
Spolyrhiza9509_20150416_chr17	Sp17G03670	2498904	2499156	253	1.263
Spolyrhiza9509_20150416_chr09	Sp09G01080	565998	566251	254	9.838
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823503	2823756	254	3.037
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081771	1082024	254	2.841
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089155	1089408	254	3.476
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318293	2318546	254	0.499
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358030	2358283	254	2.077
Spolyrhiza9509_20150416_chr17	Sp17G03660	2463269	2463522	254	6.34
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465688	2465941	254	5.278
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492114	2492367	254	0.144
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493274	2493527	254	6.612
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3712572	255	10.05
Spolyrhiza9509_20150416_chr02	Sp02G05200	3719089	3719343	255	0.432
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887497	5887751	255	4.038
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887984	5888238	255	4.014
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221085	5221339	255	0.781
Spolyrhiza9509_20150416_chr07	Sp07G05550	5241661	5241915	255	1.502
Spolyrhiza9509_20150416_chr17	Sp17G01730	1092514	1092768	255	13.36
Spolyrhiza9509_20150416_chr02	Sp02G05090	3613636	3613891	256	11.87
Spolyrhiza9509_20150416_chr02	Sp02G05090	3615002	3615257	256	7.795
Spolyrhiza9509_20150416_chr02	Sp02G05090	3615056	3615311	256	9.411
Spolyrhiza9509_20150416_chr17	Sp17G01730	1092653	1092908	256	12.63
Spolyrhiza9509_20150416_chr17	Sp17G02450	1607436	1607691	256	0.282
Spolyrhiza9509_20150416_chr17	Sp17G02720	1751948	1752203	256	0.076
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322464	2322719	256	1.704
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491671	2491926	256	0.139
Spolyrhiza9509_20150416_chr02	Sp02G05090	3610273	3610529	257	5.793
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703639	3703895	257	2.071
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707991	3708247	257	0.146
Spolyrhiza9509_20150416_chr03	Sp03G02530	1678951	1679207	257	0.283
Spolyrhiza9509_20150416_chr05	Sp05G06860	5889889	5890145	257	0.069
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222200	5222456	257	6.809
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242997	5243253	257	2.263
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274227	5274483	257	1.84
Spolyrhiza9509_20150416_chr09	Sp09G01080	565671	565927	257	13.71
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822601	2822857	257	4.655
Spolyrhiza9509_20150416_chr13	Sp13G03150	3083401	3083657	257	0.137
Spolyrhiza9509_20150416_chr14	Sp14G01800	1138379	1138635	257	1.306
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068305	1068561	257	0.362
Spolyrhiza9509_20150416_chr17	Sp17G01730	1084780	1085036	257	2.067
Spolyrhiza9509_20150416_chr17	Sp17G02450	1607331	1607587	257	3.797
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501488	2501744	257	2.756
Spolyrhiza9509_20150416_chr01	Sp01G05310	3286454	3286711	258	4.322
Spolyrhiza9509_20150416_chr02	Sp02G05090	3609110	3609367	258	4.245
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707947	3708204	258	0.579
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715130	3715387	258	0.847
Spolyrhiza9509_20150416_chr07	Sp07G05410	5059603	5059860	258	2.957
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221193	5221450	258	0.813
Spolyrhiza9509_20150416_chr09	Sp09G02400	1363765	1364022	258	1.717
Spolyrhiza9509_20150416_chr17	Sp17G01730	1087452	1087709	258	7.633
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089351	1089608	258	4.94
Spolyrhiza9509_20150416_chr17	Sp17G01730	1095727	1095984	258	0.213
Spolyrhiza9509_20150416_chr17	Sp17G03440	2336662	2336919	258	2.137
Spolyrhiza9509_20150416_chr01	Sp01G05310	3298935	3299193	259	9.36
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702628	3702886	259	1.668
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713926	3714184	259	4.849
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715848	3716106	259	0.432
Spolyrhiza9509_20150416_chr02	Sp02G05200	3717023	3717281	259	4.71
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104294	1104552	259	1.714
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822385	2822643	259	4.441
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069164	1069422	259	0.216
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069233	1069491	259	0.425
Spolyrhiza9509_20150416_chr17	Sp17G01730	1095056	1095314	259	0.561
Spolyrhiza9509_20150416_chr17	Sp17G03410	2319203	2319461	259	1.234
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357621	2357879	259	5.174
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500224	2500482	259	0.279
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501257	2501515	259	3.449
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706657	3706916	260	10.01
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707853	3708112	260	0.64
Spolyrhiza9509_20150416_chr02	Sp02G05200	3708146	3708405	260	3.949
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3712793	260	8.88
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714869	3715128	260	3.12
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275709	5275968	260	16.83
Spolyrhiza9509_20150416_chr13	Sp13G03150	3078341	3078600	260	2.043
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615876	1616135	260	0.567
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318236	2318495	260	2.629
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337754	2338013	260	0.712
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704463	3704723	261	1.373
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887528	5887788	261	14.43
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222395	5222655	261	11.3
Spolyrhiza9509_20150416_chr12	Sp12G06010	5346310	5346570	261	9.43
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104554	1104814	261	1.781
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822783	2823043	261	0.429
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094821	1095081	261	5.77
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317971	2318231	261	4.603
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357895	2358155	261	1.059
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358115	2358375	261	3.836
Spolyrhiza9509_20150416_chr17	Sp17G03660	2463382	2463642	261	1.362
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704292	3704553	262	7.547
Spolyrhiza9509_20150416_chr02	Sp02G05200	3709855	3710116	262	14.66
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886492	5886753	262	0.144
Spolyrhiza9509_20150416_chr07	Sp07G05580	5276320	5276581	262	0.139
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344510	5344771	262	13.55
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822338	2822599	262	6.899
Spolyrhiza9509_20150416_chr17	Sp17G03390	2311722	2311983	262	0.286
Spolyrhiza9509_20150416_chr01	Sp01G05310	3303262	3303524	263	0.076
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702405	3702667	263	5.231
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713879	3714141	263	12.26
Spolyrhiza9509_20150416_chr05	Sp05G06860	5888255	5888517	263	0.863
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958166	263	3.125
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068130	1068392	263	1.51
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068402	1068664	263	0.932
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082120	1082382	263	1.036
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105447	1105709	263	2.615
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501789	2502051	263	2.226
Spolyrhiza9509_20150416_chr01	Sp01G05310	3299149	3299412	264	10.61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704725	3704988	264	3.313
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705736	3705999	264	2.146
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713460	264	4.976
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714453	3714716	264	8.022
Spolyrhiza9509_20150416_chr05	Sp05G06860	5890048	5890311	264	1.699
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222612	5222875	264	8.573
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274706	5274969	264	1.74
Spolyrhiza9509_20150416_chr17	Sp17G02660	1724419	1724682	264	2.547
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500550	2500813	264	0.996
Spolyrhiza9509_20150416_chr02	Sp02G05200	3709667	3709931	265	16.93
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714650	3714914	265	1.136
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715652	3715916	265	5.806
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716785	3717049	265	4.847
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718278	3718542	265	10.31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718520	3718784	265	6.078
Spolyrhiza9509_20150416_chr07	Sp07G05550	5240915	5241179	265	0.143
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443930	4444194	265	0.354
Spolyrhiza9509_20150416_chr17	Sp17G02500	1637212	1637476	265	9.552
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465421	2465685	265	3.751
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2486796	265	1.138
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713762	3714027	266	4.355
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274439	5274704	266	4.018
Spolyrhiza9509_20150416_chr13	Sp13G01220	1109261	1109526	266	0.134
